CompanyName,Website,Linkedin,Description,Industry,DurationInRole,Status,Notes,Search account,Website,EmplyeeCount,Fullname,schoolname,schoolname2,schoolname3,CompanyName,CompanyName2,CompanyName3,Owner,Created
Stage 20 en Maths,stage20enmaths.fr,https://www.linkedin.com/in/ACwAAFv0YAUBl3qg8RpLS6BNCaIMQGt_DS7uS6I/,"Stage 20 en Maths est un programme intensif de renforcement en mathématiques destiné aux élèves de Première et Terminale.

Nos stages sont organisés en présentiel, pendant les vacances scolaires, dans un cadre structuré et en effectif réduit. Chaque session accueille un maximum de huit élèves afin de garantir un suivi pédagogique personnalisé.

Nous nous concentrons sur la maîtrise des fondamentaux, l’acquisition de méthodes efficaces et l’entraînement à travers des exercices types et des sujets d’annales. Le contenu est conçu pour répondre et dépasser les exigences des programmes de lycée tout en s’adaptant au niveau de chaque élève.",Maxime Lim,Education,,4,,,,,,,,,,2025-10-22,,
ARWAY,none.arway,https://www.linkedin.com/in/ACwAAEbdEI8ByK-y74pdIPF-NVbYkmrcL2K8UDw/,"Nous accompagnons collégien·ne·s, lycéen·ne·s et étudiant·e·s dans leurs choix d’orientation grâce à un conseil personnalisé, basé sur l’expertise et l’expérience de diplômé·e·s de grandes écoles et de professionnel·le·s engagé·e·s.

Nous agissons pour corriger un accompagnement souvent absent, redonner de l’élan à l’ascenseur social, reconnecter les conseils à la réalité et clarifier la complexité des formations, afin de permettre à chacun·e, sans barrière ni condition, de viser haut et réaliser ses ambitions.",Armand Huvelle,Education,,0,,,,,,,,,,2025-10-22,,
Alliance Bilingual International School,https://abischool.fr,https://www.linkedin.com/in/ACwAAAAfQOQBqIPVeyHHKEOGgGyzpwxij7DoT_8/,"Paris based international school in French and English language.  ABI School focuses on providing a safe, innovative learning environment that equips students with adaptive skills for a constantly evolving world.
The school emphasizes technology integration, STEM education, and hands-on projects, aiming to develop creativity, problem-solving skills, and real-world experiences.
Special attention is given to supporting Ukrainian students, including offering a Ukrainian secondary school diploma and scholarships for children affected by the war.",Tetyana Saus,Education,,2,,,,,,,,,,2025-10-22,,
ClassX,https://www.classx.tech,https://www.linkedin.com/in/ACwAAAydI74Br-mGKN6HvNnq71VAUWZQfOOSUAo/,"ClassX is a platform connecting skills seekers to industry-leading learning in their cities 

",Sami KLAÏ,Education,,18,,,,,,,,,,2025-10-22,,
UNILINK,none.unilink,https://www.linkedin.com/in/ACwAAEx6Ps4BkwMb57ysTVqDYOMpaDxecK1eKnI/,"Unilink è un'associazione studentesca focalizzata nel supportare gli studenti del primo anno in economia e finanza, collegandoli con professionisti del settore e offrendo risorse preziose per la crescita accademica e professionale. Con una comunità dinamica di oltre 100 membri, Unilink si pone come un ponte tra l'università e il mondo del lavoro, aiutando gli studenti a orientarsi nei primi anni di studi e a prepararsi per la loro carriera futura.",Matteo Prunecchi,Education,,6,,,,,,,,,,2025-10-22,,
Affinitas Education,,https://www.linkedin.com/in/ACwAAAAvAWsBpcvlzH9wuz2HYL8eRZKEHKzUG_M/,,Thomas Rajzbaum,Education,,,,,,,,,,,,2025-10-22,,
Hodea,none.hodea,https://www.linkedin.com/in/ACwAADFWimEBadaIKSvLKksHsl8oeI5gHnUTTz0/,,Loïc Perthuis,Education,,2,,,,,,,,,,2025-10-22,,
Reucite Droit,none.reucitedroit,https://www.linkedin.com/in/ACwAADYU0scBE6D7pQH9WWEQ4BX1dxhImpnZq-I/,,Louis Coudiere,Education,,1,,,,,,,,,,2025-10-22,,
Excellence,https://excellence-ai.com/,https://www.linkedin.com/in/ACwAADTwMNwByEaqeocYPFJ8XgzJYW-ZpMEV34g/,"Unleash your potential in maths.
No grade inflation. Stanford Mentors. AI Platform.
",Alexis Bonnafont,Education,,6,,,,,,,,,,2025-10-22,,
ESSEC Italian Society,none.essecitaliansociety,https://www.linkedin.com/in/ACwAAEb8hP4BKvuMOqhJ0I6PsmHUTNjeFgCRM1g/,"Fostering a strong ESSEC Italian network through events, cultural exchange, and professional links.",Armando Napolitano,Education,,2,,,,,,,,,,2025-10-22,,
SECRETARIAT GENERAL DE L'ENSEIGNEMENT CATHOLIQUE,,https://www.linkedin.com/in/ACwAAAbMSeoBaV_vh4T4nF55fNOpR3SAs6i5jTY/,,Eléna de Bourayne (Korneva),Education,,,,,,,,,,,,2025-10-22,,
ASB Anglophone Section - Institut Notre Dame,https://www.ind78.fr/college-lycee-notre-dame/section-anglophone,https://www.linkedin.com/in/ACwAACdmoQQBudAjUcoTFjGnA7BYcAVWQideC0o/,"ASB at Institut Notre Dame is an Anglophone section within a French private Catholic school in the western suburbs of Paris. The Anglophone Section offers English language, literature, culture, and history instruction to over 600 native and bilingual students from pre-school to high school (from ‘petite section’ through ‘Terminale’), complementing the students’ French national curriculum coursework. We are located on two different campuses in Saint Germain-en-Laye: a pre-school/primary campus and a middle school/high school campus.",Marie Jo Post Perrier,Education,,6,,,,,,,,,,2025-10-22,,
ScholaVie,none.scholavie,https://www.linkedin.com/in/ACwAABieHj0BnWIW0umOFrVs3jtpy5bWU3x0EyI/,"ScholaVie est une association éducative qui œuvre pour le bien-être et la réussite des élèves, et de ceux qui les aident au quotidien, grâce au développement des compétences psychosociales (CPS).

ScholaVie accompagne, forme et outille les professionnels de l’éducation et de la santé pour qu’ils développent leurs propres CPS et les intègrent dans leurs pratiques et postures. 

Equiper les professionnels permet un changement systémique et un impact le plus efficace et pérenne possible sur les élèves.",Laura HUYGHE,Education,,12,,,,,,,,,,2025-10-22,,
Le Petit Européen,,https://www.linkedin.com/in/ACwAAEzLSzMBAK_fKBOihfi2TTDLVSQTxX5-gok/,,Pierre-Valéry Touvet,Newspaper Publishing,,,,,,,,,,,,2025-10-22,,
Ministère de l'Éducation nationale,https://www.education.gouv.fr,https://www.linkedin.com/in/ACwAAEKsrFsBUkl49jH-ZlNi49QXAY2hNwMAVw0/,"""Ministère de l'Education Nationale et de la jeunesse""​ is the French Ministry in charge of education, from primary to higher education, Universities and public research. The Ministry divisions are not always the same, sometimes the research is combined with industry. In other governments, the Ministry has also been in charge Sport, Youth and Community Life.

The head of this Ministry is located ""rue de Grenelle""​ in Paris. At the decentralized level, the Ministry of Education includes ""Academies""​ often corresponding to several departments.",Nils ROGER JUIN,Government Administration,,128810,,,,,,,,,,2025-10-22,,
Ville de Lyon,none.villedelyon,https://www.linkedin.com/in/ACwAABEQOIIBSrQAdI86E4rGJTa3YGryJFYjTQI/,"Capitale de la Région Rhône-Alpes, Lyon est l'une des villes les plus attractives d'Europe pour sa qualité de vie et son dynamisme économique exceptionnel.
 
Au cœur de la Métropole Lyonnaise, la Ville de Lyon (500 000 habitants) est dotée d’un budget global de 780 millions d’euros et d’un effectif de 7 300 agents permanents lui permettant d'offrir un service public de proximité à la population dans un souci constant de qualité.
 
Vous souhaitez découvrir nos métiers, vous informer sur les modalités de recrutement ou postuler à nos offres d’emploi ? Rendez-vous sur lyon.fr rubrique La Mairie recrute http://www.recrutement-mairie.lyon.fr/",Margaux Chouraqui,Government Administration,,3530,,,,,,,,,,2025-10-22,,
Godaap,none.godaap,https://www.linkedin.com/in/ACwAAEfuXfQB0GLj-f5YhIrfbDo9slrnoD6YFjY/,"Introduction à GoDaap
GoDaap est une marque exclusive détenue par l’entreprise AILE, spécialisée dans la fabrication et la distribution de rubans adhésifs hautes performances. Conçue pour répondre aux besoins des professionnels et des industries, GoDaap allie qualité, durabilité et innovation, offrant des solutions adaptées aux applications les plus exigeantes.

Fondée sur une expertise solide et des années de recherche, GoDaap est devenue une référence dans le secteur des adhésifs industriels. Avec une large gamme de produits répondant aux normes internationales, GoDaap est le choix privilégié des entreprises cherchant des solutions fiables pour leurs projets complexes.
Mission de GoDaap
La mission de GoDaap est de fournir des rubans adhésifs polyvalents et fiables, à la hauteur des attentes des professionnels et des projets industriels. Chaque produit de la marque est conçu pour garantir une adhérence optimale, une facilité d'utilisation et une résistance accrue, établissant ainsi de nouveaux standards de qualité dans le secteur.

En s’appuyant sur une technologie avancée et des matériaux de premier choix, GoDaap vise à renforcer l’efficacité des entreprises tout en minimisant leur impact environnemental grâce à des pratiques de production responsables.
",Hayri Alagoz Junior,Chemical Manufacturing,,0,,,,,,,,,,2025-10-22,,
MANE,http://www.mane.com,https://www.linkedin.com/in/ACwAADde6Y0B4nQ4xip-_ZyECKYcpl9D5N2Sbpg/,"MANE is one of the worldwide leaders in the fragrance and flavour design industry.
By nature, we are very sensitive to the new trends that build desire and emotions. 
At MANE, We Capture What Moves.
MANE fait partie des leaders de l'industrie des parfums et des arômes. 
Nous détectons et identifions les tendances olfactives et gustatives de demain en créant des fragrances intemporelles.",Alex Martin,Chemical Manufacturing,,4267,,,,,,,,,,2025-10-22,,
FoodFlow,,https://www.linkedin.com/in/ACwAAEXCzeMBlol9-fmozUVTegMKEfah85hY_98/,,Jules Orgelot,Food and Beverage Retail,,,,,,,,,,,,2025-10-22,,
Moumoute,https://moumoute-laine.fr,https://www.linkedin.com/in/ACwAADSW7cMBa-WN4xu2a4OPm17Qh2AVjF7Wy4U/,"Améliorez votre confort acoustique avec Moumoute.
Des panneaux acoustiques durables et esthétiques fabriqués à partir de laine française pour des espaces plus silencieux et confortables.

Face au déclin de la filière lainière en France, notre mission est double : offrir une solution d'isolation acoustique performante et écologique tout en soutenant les éleveurs locaux en valorisant une ressource souvent négligée.

Pourquoi des panneaux acoustiques ?
Les nuisances sonores sont une problématique majeure dans de nombreux lieux publics et espaces professionnels. Nos panneaux en laine offrent une solution naturelle et efficace pour améliorer le confort acoustique.
",Capucine Coudert,Interior Design,,3,,,,,,,,,,2025-10-22,,
Imagine Microelectronics,none.imaginemicroelectronics,https://www.linkedin.com/in/ACwAAAuqkkIBqpy2uQaCW7qG6GFcb8i9wlwFIrw/,"Imagine Microelectronics originates from the BW2030 initiative, a business platform reflecting on opportunities to foster innovation within the Walloon Brabant, and more globally the Walloon region. Imagine Microelectronics has been created to (1) accelerate the development of innovative and eco-responsible electronic system solutions, including original devices created by micro-nano-fabrication (sensors, etc.), (2) strengthen the strategic industries in Wallonia looking for local and high-quality microelectronics solutions, and finally (3) contribute to maintain and enrich local manufacturing capabilities. Imagine Microelectronics combines business and technical expertise and acts as a catalyst of microelectronic players (universities, excellence centres, market clusters, local investors, and large corporations). Its focus is to address business and technical needs related to TRL 3-7 with the following value proposition:
- Universities (e.g. UCLouvain, ULiège, and UMons in Wallonia, etc.): acceleration of the maturation of laboratory technologies in TRL 3-4;
- Start-up/ scale-up: access to new capabilities at lower cost in a nearby environment;
- Large corporations: access to talent and expertise in the strategic areas of innovation;
- Local investors: access to a high-quality deal flow and opportunities for investment.
",Olivier Thirifays,"Appliances, Electrical, and Electronics Manufacturing",,3,,,,,,,,,,2025-10-22,,
MSS International Limited,none.mssinternationallimited,https://www.linkedin.com/in/ACwAAAJVt2gBr2PaeSVCZ1NLBIQctYIF5jCUERo/,"MSS International is a global industry leader in the supply of products and services to support the Energy Transition. For over 50 years, MSS International has provided innovative, value-added solutions and services, ensuring flawless start-ups and efficient operation of our customers' electrical installations. MSS International operates world-class facilities to consistently meet and exceed our customers' expectations.

MSS’ solutions portfolio consists of:
• Electrical Transmission & Distribution Components
• Electrical Transmission & Distribution Assemblies
• Power Storage Units and on/off Grid Components
• DC Busbars Systems and DC Switches
• Global sourcing and supply of Metals for Electrical Equipment

These solutions & services are used in many end-user applications such as:
Energy and Green Energy Generation, Electrical Transmission and Distribution, Data Centres, Communication, Base Metal Refining, Chlorine and Green Hydrogen Production…

Established more than 50 years ago, MSS International operates significant manufacturing and distribution operations in India, Poland, France, Germany, the UK, and the USA, with sales and customer support in Germany, India, Japan, Chile, Poland, Thailand, the UK, and the USA. MSS International serves customers in over 30 countries and employs approximately 1000 people.

MSS Internationals’ mission is to be recognized as the preferred partner in advancing the electrification of the world for a sustainable future. MSS International is making a positive impact to our customers, stakeholders, and communities by serving as a role model for the global energy transition and promoting a responsible and sustainable environment.",Philippe Gastineau,"Appliances, Electrical, and Electronics Manufacturing",,56,,,,,,,,,,2025-10-22,,
SpaceFounders,,https://www.linkedin.com/in/ACwAABn5NSYByWQxG2xwJENxiQxWG19VuHY9BA8/,,Quentin Robert,Space Research and Technology,,,,,,,,,,,,2025-10-22,,
12 Pandas,,https://www.linkedin.com/in/ACwAAAAa5dQBYTttuymec2XhydnZm8g6LVe3Qt8/,,David Mounou,Technical and Vocational Training,,,,,,,,,,,,2025-10-22,,
L'Ecole de la Librairie,https://www.lecoledelalibrairie.fr/,https://www.linkedin.com/in/ACwAAAQf1KYBG-p-bEVYESNpkMrqUzEE-gvFZUA/,"L’École de la Librairie a été créée sous la forme d’une Association de Formation en 1972 et est aujourd’hui l’organisme de formation de référence de la branche. Elle forme environ 200 apprenti.e.s par an, 200 personnes en reconversion et 350 libraires en formation continue. L’École de la Librairie s’engage à fournir des formations et enseignements de qualité. Notre mission est de transmettre les fondamentaux du métier, et d’accompagner les libraires dans les évolutions du métier. L’École a vécu de nombreuses mutations, et vit aujourd’hui une période de grande activité, tout en gardant son ADN et son authenticité.
Notre conviction profonde est que l’on apprend tout au long de sa vie de libraire, au contact de ses pairs, de l’ensemble des acteurs et actrices de la chaîne du livre et des professionnel.le.s de la formation.
Notre pédagogie est guidée par des méthodes participatives et actives. Les groupes apprennent de leur travail, prennent du recul sur leurs pratiques, dans un environnement propice à la curiosité, au libre-arbitre et à l’engagement.",Béatrice Vilaseca Bouriaud,Technical and Vocational Training,,38,,,,,,,,,,2025-10-22,,
Focus IA,none.focusia,https://www.linkedin.com/in/ACwAACYKoVIBCYa1SYOyGCAgpU_LfiuHRvGmD98/,"Des formations immersives en e-learning et du conseil sur mesure afin d'intégrer simplement et efficacement l'IA générative dans les processus métiers de votre organisation.

Focus IA vous aide à préparer vos équipes à la révolution de l’intelligence artificielle. 

Grâce à nos formations gamifiées, tutorées et certifiées Qualiopi, ainsi qu’à nos conseils personnalisés, vos collaborateurs développent des compétences directement applicables dans leur rôle métier (RH, Vente, Marketing, Communication, Legal). 

Des résultats concrets, mesurables et durables pour votre organisation.



",Myriam El kassar,Technical and Vocational Training,,2,,,,,,,,,,2025-10-22,,
United.b ♻️,none.united.b♻️,https://www.linkedin.com/in/ACwAAAFi8-ABhmPuYPRqLaAXN1lrpMKVThw8Z4k/,"Créée en 2020, United.b est une plateforme d'entreprises ouvertes qui a pour mission d'améliorer les conditions de vie par la technologie en étant bénéfique à l'environnement et à la société.

Nous sommes 15 000 engagés à vivre ensemble autour de cet idéal commun qui doit permettre à tous de profiter pleinement du confort technologique, par un usage plus juste, plus durable et plus partagé.

Nos marques Boulanger, Electrodepot, Hifi International, Krëfel, Recommerce, Reconomia, Environnement Recycling, Recyclea, Circular-X sont présentes en France, Belgique, Luxembourg, Espagne, Allemagne, Suisse, Roumanie et en Chine.

"" Parce que le temps est venu d’imaginer de nouvelles façons d’être au monde, de nouvelles façons d’habiter le monde, parce que les technologies au cœur de nos quotidiens, de nos modes de vies et des questions d’aujourd’hui, peuvent être également au cœur des solutions pour s’inventer de nouvelles Conditions de vie.""",Damien Hespel,International Trade and Development,,41,,,,,,,,,,2025-10-22,,
Persona Care,www.persona-care.com,https://www.linkedin.com/in/ACwAAAm6ilMBdA48rQmlTeDqjnLtu4HxV2rNIF0/,"Persona Care is a science-based wellbeing platform designed to help startups and small teams thrive. We deliver online programs that address physical, mental, and emotional health, empowering employees to reduce stress, prevent burnout, and unlock their full potential. 

Unlike generic wellness apps, Persona Care is built on functional medicine principles—a root-cause, holistic approach to health—combined with modern digital delivery. This means organizations get a simple, easy-to-roll-out solution with measurable results: improved employee satisfaction, productivity, and retention. 

We partner with founders, HR leaders, incubators, and coworking hubs to bring sustainable wellbeing into the workplace—because healthy teams build stronger businesses.",Inês Martins,Health and Human Services,,3,,,,,,,,,,2025-10-22,,
Bienvenue,none.bienvenue,https://www.linkedin.com/in/ACwAAC6aiNMBbD_2_f_EEZ7yKZOJs_d9dDKxqPc/,"Bienvenue est une marque française spécialisée dans la création de pochettes d’accueil prêtes à l’emploi pour les professionnels de la location saisonnière, conciergeries et gestionnaires de biens.

Nos pochettes sont pensées pour simplifier la logistique, faire gagner du temps et enrichir l’expérience des voyageurs grâce à des produits essentiels, durables et personnalisables selon le type de logement.

Un service clé-en-main, conçu pour valoriser chaque séjour.",Clélie Gama,Online and Mail Order Retail,,2,,,,,,,,,,2025-10-22,,
Kanopé,none.kanopé,https://www.linkedin.com/in/ACwAADwsZu4BAAvccH8pz-1HRuQmgAj4ZdgR44c/,"🏠 Tu cherches un logement à moins de 550€/mois sur le plateau de Saclay ? Sans sacrifier la qualité ?

Chez KANOPÉ, on croit qu'étudier ne devrait jamais rimer avec logement pété ou budget explosé. 

🎓 Notre objectif : Des logements pour étudiants du plateau de Saclay
💰 À 550€/mois maximum (charges comprises !)
✨ Qualité de vie : espaces optimisés, bien isolés, lumineux
🏠 En T1 indépendants (18m²) ou colocations à 3-5 (chambres 10-12m², avec ou sans salle de bain perso)
🤝 Espaces communs de qualité : cuisine équipée, coworking, local vélo, buanderie, terrasses
🌱 Construction durable : bois, matériaux biosourcés, containers recyclés, végétalisation
⚡ Ultra-efficaces énergétiquement + production d'énergie propre sur site !

On en a marre du faux dilemme ""abordable OU qualitatif"". Notre mission ? Prouver qu'on peut avoir les deux ET en plus durable !

📍 Objectif premier projet : 48 logements sur Saclay (ouverture visée 2027)
🚀 Fondé par un étudiant AgroParisTech avec le statut SNEE
🚀 On recrute nos cofondateurs
💬 On cherche aussi des étudiants pour partager leur expérience logement

Tu veux faire partie de l'aventure ? Écris-nous ! 
Que tu sois cofondateur potentiel, ou que tu veuilles nous parler de ton vécu logement.

#LogementÉtudiant #PlateauSaclay #QualitéDeVie #ConstructionDurable #Innovation #CommunautéÉtudiante #ESS #Immobilier",Pol Moureix--Kieffer,Leasing Residential Real Estate,,1,,,,,,,,,,2025-10-19,,
Séjouris,none.séjouris,https://www.linkedin.com/in/ACwAADiu03IBr2FbbKSnISUSwPwOO8QZSne9oU8/,,Élise Retraint,Leasing Residential Real Estate,,2,,,,,,,,,,2025-10-22,,
Alchemist resilience,none.alchemistresilience,https://www.linkedin.com/in/ACwAAABAKFUB0JdiJT9rbQFn0b-zqalgKZ1DjOc/,"Our company offers holistic support combining individual coaching and personalized herbal medicine to help you achieve your life goals and restore balance between body and mind.

We also create artisanal flower essences, herbal teas, and balms to support your well-being, and offer workshops and transformation circles to help you evolve deeply, both individually and collectively.",Christian Ségot,Professional Services,,2,,,,,,,,,,2025-10-22,,
Sezaam,https://sezaam.fr/,https://www.linkedin.com/in/ACwAAD1Lr4MBokGMGU79f0DX7sxAvwR1g7fniUU/,"Sezaam, c'est la première startup française qui connecte les immeubles à leurs services de proximité : gestion des colis, pressing, fleuriste, caviste, paniers bio… Parce qu’on est persuadé qu’il est possible d’agir sans se priver, Sezaam rend aussi facile de recevoir ses colis depuis ses sites e-commerce favoris, que de commander auprès de ses commerçants ou producteurs locaux !

Notre solution est pensée en ce sens, afin de participer à l’amélioration de nos qualités de vie tout en accompagnant la transition écologique, mais aussi digitale, de nos écosystèmes urbains.",Cléo Planckaert,Computers and Electronics Manufacturing,,13,,,,,,,,,,2025-10-22,,
Stryx AI,,https://www.linkedin.com/in/ACwAAAVfxeMBS6qSSdd3JyMYKv8ND7uKGjoUF2E/,,Henri Jouhaud,Defense and Space Manufacturing,,,,,,,,,,,,2025-10-22,,
Stronghold AI,https://stronghold-ai.com/,https://www.linkedin.com/in/ACwAABugGBABbmIQfmWwbUgUeG5BCFIp8HxIqhU/,"We provide scalable, resilient sensing for the most contested operational environments.
Stronghold AI delivers software-defined surveillance systems built for the real world; modular, mobile, and resilient by design.
Powered by edge intelligence, deployed in minutes, and engineered to outperform traditional sensors - at a fraction of the cost.","Rafael Licursi, PhD",Defense and Space Manufacturing,,5,,,,,,,,,,2025-10-22,,
Augeas,none.augeas,https://www.linkedin.com/in/ACwAABbo7d0B_DHoxmWM104XcLw0HCiuoYyswKY/,,Gregoire Heymans,Waste Collection,,2,,,,,,,,,,2025-10-22,,
La Deux Cinq,,https://www.linkedin.com/in/ACwAAASys5wBnw5iOb9AGVvm1NJ8Kbt40qIu9dc/,"Chez Deux Cinq, on fait des bières carrément légères pour celles et ceux qui veulent profiter à fond de l’instant sans trinquer le lendemain. Se poser ensemble sans pression et toujours avec plaisir, c’est ça l’esprit 2.5. Ça te parle ? Bienvenue dans la bande., Chez Deux Cinq, on fait des bières carrément légères pour celles et ceux qui veulent profiter à fond de l’instant sans trinquer le lendemain. Se poser ensemble sans pression et toujours avec plaisir, c’est ça l’esprit 2.5. Ça te parle ? Bienvenue dans la bande.",Maxime AGARD,Breweries,,"7, 7",,,,,,,,,,2025-10-22,,
NEPTING,http://www.nepting.com,https://www.linkedin.com/in/ACwAAABQvikBd5eYspMd7Sr2dm91Xrh_gGWU-Cs/,"The shopping experience has become the main issue for retailers today. It must be innovative, ideal and as original as possible to attract and retain consumers. By bringing its share of constraints, the health crisis has made the customer experience a growing concern in terms of business development and brand image. 
These new expectations must be associated with a fast, secure and efficient payment. 

NEPTING is a company specialized in payment solutions and services with the main objective of supporting the retail industry in its evolution. Listening to its customers, it brings a skill, a culture, an innovative offer for all existing, emerging and future means of payment. 

NEPTING equips all types of acceptance points with its multi-terminal, multi-cash system, multi-payment processor and multi-payment solutions, all secured and in compliance with up to date standards. It is distinguished by its ability to make its customers benefit from the many advantages of a single and homogeneous offer for all its sales channels: in mobility, in store, on Kiosk, in transport, in the digital...",Florian Cottereau,Information Technology & Services,,40,,,,,,,,,,2025-10-22,,
BreacHunt,https://www.breachunt.fr,https://www.linkedin.com/in/ACwAAACcPeoB1Kpgnb440S98rd-NuRMzAMN8A9w/,"BreacHunt continuously alerts you to the release by cybercriminals of immediately exploitable data stolen from your employees, suppliers and customers to prevent or rapidly detect their malicious use.",Leonard Dahan,Information Technology & Services,,7,,,,,,,,,,2025-10-22,,
Virtuality,https://www.vty.ai,https://www.linkedin.com/in/ACwAAAATTHgBY9PbR2enNDQkTNC8x1bB2OehJ6c/,"Gamifying the customer experience with Digital Twins. Born from the idea that 3D will be disruptive in everything digital.

Our core business idea is to let our customers to use the power of real time 3D, Virtuality creates solutions for Retail, Real Estate and Logistics. 

From cutting edge interactive touch screen interfaces to high-end Virtual Reality to, we provide complete solutions using the latest tech and know-how.",Romain D.,Information Technology & Services,,8,,,,,,,,,,2025-10-22,,
IFPT_CreeTonFutur,,https://www.linkedin.com/in/ACwAAB79U3cBKa4oRIHnGkizcZv-SYSHz7F3xrw/,,Danielle Nina Zonou,Information Technology & Services,,,,,,,,,,,,2025-10-22,,
BackDesk,https://backdesk.org/,https://www.linkedin.com/in/ACwAABgA26YB6i8xAfdknrMvDMK2yJBwhPb0efI/,"BackDesk is a platform designed to help companies handle inbound leads with more speed, structure, and clarity — without removing the human element. It automates the repetitive parts of the sales process so teams can respond faster, stay focused, and never miss an opportunity. The goal isn’t to replace the human touch, but to ensure it happens at the right moment, with the right context. BackDesk makes it easier to build trust, close deals, and scale what works.
",Reda Benkiran,IT System Design Services,,4,,,,,,,,,,2025-10-22,,
Heracly,none.heracly,https://www.linkedin.com/in/ACwAACH-KdcBmlaHQoUMIrUuSRuBJxvxsNZC0TY/,"We empower exectuvies and their teams with assistants and operators trained for the AI era. 

Effective from day 1, radically confidential, pay as you go.

Our specialties: administration, sales, and marketing.
Our industries: transportation, and more to come.

Taking back up to 1h49 of mental struggle per day.",Myrtille Bert,Executive Offices,,2,,,,,,,,,,2025-10-22,,
Fattoria Scaldasole,http://www.fattoriascaldasole.it,https://www.linkedin.com/in/ACwAAEYr5NgBSKoL9-VChPhROffy1-B3-Crrxc4/,"Fattoria Scaldasole nasce nel 1987 dal sogno di un portare sulla tavola delle persone prodotti buoni e genuini. 
Da oltre 30 anni siamo a Monguzzo, tra le colline dell’alta Brianza a pochi chilometri dal lago di Como.",Joseph Hours,Food Production,,34,,,,,,,,,,2025-10-22,,
CTRLZed media,none.ctrlzedmedia,https://www.linkedin.com/in/ACwAAEPNv1YB3M25EBGIdzMjMSF_7AEsGc5iWYM/,,Emy Delonnette,Media and Telecommunications,,2,,,,,,,,,,2025-10-22,,
Nijta,https://nijta.com/,https://www.linkedin.com/in/ACwAADgQ8swB0w84GWOBugVIwZ7h2KYjiXhBVlo/,"At Nijta, we're pioneers in privacy-powered voice anonymization solutions. Our AI-driven technology removes sensitive biometrics and Personally Identifiable Information (PII) from audio recordings, empowering healthcare AI providers to unlock actionable insights while ensuring compliance with privacy regulations like HIPAA, GDPR and CCPA.

With seamless on-premises installation, our solution integrates effortlessly into existing systems, offering healthcare AI providers the opportunity to use anonymized data for fine-tuning their products and extract valuable insights without compromising customer privacy.

Join us in revolutionizing the way healthcare organizations leverage voice data while safeguarding privacy like never before. Explore Nijta Voice Harbor today and discover the true potential of your voice data.

#PrivacyTech #VoiceAnonymization #DataPrivacy #AI #ComplianceSolutions #HIPAA #Healthcare",Gaulthier Tomas,Media and Telecommunications,,15,,,,,,,,,,2025-10-22,,
Enercoop CVL,none.enercoopcvl,https://www.linkedin.com/in/ACwAAAVW1loBXlIEix4ksJmBm2gYSZmjTaOVOzY/,"Et si l'énergie était un bien commun ?

Soutenue par le Réseau Enercoop, une coopérative Enercoop Centre-Val de Loire vient de naître en 2025 !
Elle a pour mission de stimuler la réappropriation citoyenne de l'énergie, en collaboration avec les acteur⋅rices des territoires.

Rejoignez celles et ceux qui œuvrent à faire de l'énergie un bien commun en Centre-Val de Loire.",Simon DESTOMBES,Services for Renewable Energy,,3,,,,,,,,,,2025-10-15,,
Uncap Energy,none.uncapenergy,https://www.linkedin.com/in/ACwAADVYQbYBDztHUdrtf27H99_-LoujuKmlais/,"Propriétaires fonciers de sites commerciaux, industriels, ou d'entrepôts logistiques: Nous valorisons votre capacité réseau inutilisée. Vous encaissez un nouveau loyer sans investir un euro.",Hugues Moreau,Services for Renewable Energy,,2,,,,,,,,,,2025-10-22,,
YESPartner,none.yespartner,https://www.linkedin.com/in/ACwAAD1fZ7EByrqb7bZsrC0E5KjotKHGdtAG8gE/,Développement et financement de projets de partage d'énergies vertes en Wallonie.,Emma Vandroogenbroek,Services for Renewable Energy,,2,,,,,,,,,,2025-10-22,,
Fusion Energy Insights,http://www.fusionenergyinsights.com,https://www.linkedin.com/in/ACwAAAZ3YfoBD3vXJP6kpd6XIlEL9_gfG4vzWIE/,"We believe fusion energy will be a vital part of the future energy mix.

We help ahead-of-the-curve energy professionals play a leading role in the energy transition through networking, curated fusion news, opinion and debate.

Fusion Energy Insights keeps you one step ahead of the competition, ahead of the climate crisis, ahead of your peers—so you see opportunities in the growing fusion industry first.

Founded by Melanie Windridge.",Kruti Mawani Fayot,Services for Renewable Energy,,7,,,,,,,,,,2025-10-22,,
